id,speaker,disambiguation_time,pywsd_output,tokens_text,tokens_emotions,scene,primary_emotion,secondary_emotion,text_disambiguate,speech
21,EMPEROR,3.917,"[('Yes', 'yes', None), (',', ',', None), ('that', 'that', None), (""'s"", ""'s"", None), ('the', 'the', None), ('German', 'german', None), ('truth', 'truth', None), ('.', '.', None), ('Britain', 'britain', None), ('has', 'have', None), ('grown', 'grow', Synset('develop.v.14')), ('dull', 'dull', None), ('and', 'and', None), ('sluggish', 'sluggish', None), (';', ';', None), ('a', 'a', None), ('belly', 'belly', None), ('of', 'of', None), ('a', 'a', None), ('land', 'land', None), (',', ',', None), ('she', 'she', None), ('lies', 'lie', Synset('lie.v.02')), ('overfed', 'overfed', None), (';', ';', None), ('no', 'no', None), ('dreams', 'dream', None), ('within', 'within', None), ('her', 'her', None), ('such', 'such', None), ('as', 'a', None), ('keep', 'keep', None), ('powers', 'power', None), ('alive', 'alive', None), ('—', '—', None), ('and', 'and', None), ('timid', 'timid', None), (',', ',', None), ('too', 'too', None), ('—', '—', None), ('without', 'without', None), ('red', 'red', None), ('blood', 'blood', None), ('in', 'in', None), ('her', 'her', None), (',', ',', None), ('but', 'but', None), ('in', 'in', None), ('its', 'it', None), ('stead', 'stead', None), ('a', 'a', None), ('thick', 'thick', None), (',', ',', None), ('yellowish', 'yellowish', None), ('fluid', 'fluid', None), ('.', '.', None), ('The', 'the', None), ('most', 'most', None), ('she', 'she', None), (""'ll"", ""'ll"", None), ('play', 'play', Synset('play.v.26')), ('for', 'for', None), ('is', 'be', None), ('her', 'her', None), ('own', 'own', None), ('safety', 'safety', None), ('.', '.', None), ('Pretend', 'pretend', Synset('dissemble.v.03')), ('to', 'to', None), ('grant', 'grant', Synset('grant.v.05')), ('her', 'her', None), ('that', 'that', None), ('and', 'and', None), ('she', 'she', None), (""'ll"", ""'ll"", None), ('seek', 'seek', Synset('search.v.01')), ('her', 'her', None), ('soft', 'soft', None), ('bed', 'bed', None), ('again', 'again', None), ('.', '.', None), ('Britain', 'britain', None), (""'s"", ""'s"", None), ('part', 'part', None), ('in', 'in', None), ('the', 'the', None), ('world', 'world', None), (""'s"", ""'s"", None), ('making', 'making', None), ('is', 'be', None), ('done', 'do', None), ('.', '.', None), ('“', '“', None), ('I', 'i', None), ('was', 'be', None), (',', ',', None), ('”', '”', None), ('her', 'her', None), ('epitaph', 'epitaph', None), ('.', '.', None)]","['Yes', ',', 'that', ""'s"", 'the', 'German', 'truth', '.', 'Britain', 'has', 'develop', 'dull', 'and', 'sluggish', ';', 'a', 'belly', 'of', 'a', 'land', ',', 'she', 'lie', 'overfed', ';', 'no', 'dreams', 'within', 'her', 'such', 'as', 'keep', 'powers', 'alive', '—', 'and', 'timid', ',', 'too', '—', 'without', 'red', 'blood', 'in', 'her', ',', 'but', 'in', 'its', 'stead', 'a', 'thick', ',', 'yellowish', 'fluid', '.', 'The', 'most', 'she', ""'ll"", 'play', 'for', 'is', 'her', 'own', 'safety', '.', 'dissemble', 'to', 'grant', 'her', 'that', 'and', 'she', ""'ll"", 'search', 'her', 'soft', 'bed', 'again', '.', 'Britain', ""'s"", 'part', 'in', 'the', 'world', ""'s"", 'making', 'is', 'done', '.', '“', 'I', 'was', ',', '”', 'her', 'epitaph', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'annoyance', 'secondary_emotion': 'dislike'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'fear', 'secondary_emotion': 'disgust'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'sadness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,"Yes , that 's the German truth . Britain has develop dull and sluggish ; a belly of a land , she lie overfed ; no dreams within her such as keep powers alive — and timid , too — without red blood in her , but in its stead a thick , yellowish fluid . The most she 'll play for is her own safety . dissemble to grant her that and she 'll search her soft bed again . Britain 's part in the world 's making is done . “ I was , ” her epitaph .","Yes , that 's the German truth . Britain has grown dull and sluggish ; a belly of a land , she lies overfed ; no dreams within her such as keep powers alive — and timid , too — without red blood in her , but in its stead a thick , yellowish fluid . The most she 'll play for is her own safety . Pretend to grant her that and she 'll seek her soft bed again . Britain 's part in the world 's making is done . “ I was , ” her epitaph ."
23,EMPEROR,0.216,"[('A', 'a', None), ('secret', 'secret', None), ('bargain', 'bargain', None), ('over', 'over', None), ('the', 'the', None), ('head', 'head', None), ('of', 'of', None), ('France', 'france', None), (',', ',', None), ('her', 'her', None), ('friend', 'friend', None), ('!', '!', None), ('Surely', 'surely', None), ('an', 'an', None), ('infamous', 'infamous', None), ('proposal', 'proposal', None), ('.', '.', None)]","['A', 'secret', 'bargain', 'over', 'the', 'head', 'of', 'France', ',', 'her', 'friend', '!', 'Surely', 'an', 'infamous', 'proposal', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,enthusiasm,delight,"A secret bargain over the head of France , her friend ! Surely an infamous proposal .","A secret bargain over the head of France , her friend ! Surely an infamous proposal ."
25,EMPEROR,0.691,"[('My', 'my', None), ('guns', 'gun', None), ('shall', 'shall', None), ('open', 'open', Synset('open.v.08')), ('them', 'them', None), ('.', '.', None), ('OFFICER', 'officer', None), ('You', 'you', None), ('can', 'can', None), ('think', 'think', Synset('think.v.12')), ('of', 'of', None), ('no', 'no', None), ('easier', 'easy', None), ('road', 'road', None), (',', ',', None), ('Sire', 'sire', None), ('?', '?', None)]","['My', 'guns', 'shall', 'open', 'them', '.', 'OFFICER', 'You', 'can', 'think', 'of', 'no', 'easier', 'road', ',', 'Sire', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'bliss', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,bliss,"My guns shall open them . OFFICER You can think of no easier road , Sire ?","My guns shall open them . OFFICER You can think of no easier road , Sire ?"
26,EMPEROR,0.054,"[('I', 'i', None), ('think', 'think', Synset('think.v.12')), ('of', 'of', None), ('it', 'it', None), ('night', 'night', None), ('and', 'and', None), ('day', 'day', None), ('.', '.', None)]","['I', 'think', 'of', 'it', 'night', 'and', 'day', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,I think of it night and day .,I think of it night and day .
28,EMPEROR,0.409,"[('If', 'if', None), ('I', 'i', None), ('could', 'could', None), ('dare', 'dare', Synset('make_bold.v.01')), ('!', '!', None), ('But', 'but', None), ('no', 'no', None), (',', ',', None), ('that', 'that', None), ('road', 'road', None), ('is', 'be', None), ('barred', 'bar', Synset('banish.v.03')), ('.', '.', None), ('OFFICER', 'officer', None), ('On', 'on', None), ('the', 'the', None), ('contrary', 'contrary', None), (',', ',', None), ('Sire', 'sire', None), ('——', '——', None)]","['If', 'I', 'could', 'make_bold', '!', 'But', 'no', ',', 'that', 'road', 'is', 'banish', '.', 'OFFICER', 'On', 'the', 'contrary', ',', 'Sire', '——']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,loathing,"If I could make_bold ! But no , that road is banish . OFFICER On the contrary , Sire ——","If I could dare ! But no , that road is barred . OFFICER On the contrary , Sire ——"
29,EMPEROR,0.205,"[('Barred', 'bar', Synset('banish.v.03')), ('by', 'by', None), ('a', 'a', None), ('fortress', 'fortress', None), ('no', 'no', None), ('gun', 'gun', None), ('of', 'of', None), ('mine', 'mine', None), ('may', 'may', None), ('bear', 'bear', Synset('hold.v.14')), ('against', 'against', None), ('—', '—', None), ('by', 'by', None), ('honor', 'honor', None), (',', ',', None), ('by', 'by', None), ('my', 'my', None), ('plighted', 'plighted', None), ('word', 'word', None), ('.', '.', None)]","['banish', 'by', 'a', 'fortress', 'no', 'gun', 'of', 'mine', 'may', 'hold', 'against', '—', 'by', 'honor', ',', 'by', 'my', 'plighted', 'word', '.']","[{'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'delight', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,dislike,bliss,"banish by a fortress no gun of mine may hold against — by honor , by my plighted word .","Barred by a fortress no gun of mine may bear against — by honor , by my plighted word ."
35,EMPEROR,0.086,"[('You', 'you', None), ('seek', 'seek', Synset('search.v.01')), ('to', 'to', None), ('tempt', 'tempt', Synset('tempt.v.06')), ('me', 'me', None), ('.', '.', None), ('She', 'she', None), ('also', 'also', None), ('signed', 'sign', Synset('sign.v.04')), ('the', 'the', None), ('treaty', 'treaty', None), ('.', '.', None)]","['You', 'search', 'to', 'tempt', 'me', '.', 'She', 'also', 'sign', 'the', 'treaty', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,You search to tempt me . She also sign the treaty .,You seek to tempt me . She also signed the treaty .
37,EMPEROR,0.104,"[('I', 'i', None), ('think', 'think', Synset('think.v.12')), ('your', 'your', None), ('private', 'private', None), ('ground', 'ground', None), ('may', 'may', None), ('be', 'be', None), ('your', 'your', None), ('own', 'own', None), ('private', 'private', None), ('newspaper', 'newspaper', None), ('.', '.', None)]","['I', 'think', 'your', 'private', 'ground', 'may', 'be', 'your', 'own', 'private', 'newspaper', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,terror,loathing,I think your private ground may be your own private newspaper .,I think your private ground may be your own private newspaper .
39,EMPEROR,0.459,"[('Belgium', 'belgium', None), ('is', 'be', None), ('no', 'no', None), ('craven', 'craven', None), ('.', '.', None), ('She', 'she', None), ('will', 'will', None), ('fight', 'fight', Synset('contend.v.06')), ('the', 'the', None), ('betrayer', 'betrayer', None), ('.', '.', None)]","['Belgium', 'is', 'no', 'craven', '.', 'She', 'will', 'contend', 'the', 'betrayer', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'disgust'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,Belgium is no craven . She will contend the betrayer .,Belgium is no craven . She will fight the betrayer .
41,EMPEROR,0.449,"[('My', 'my', None), ('Chancellor', 'chancellor', None), (',', ',', None), ('that', 'that', None), ('is', 'be', None), ('a', 'a', None), ('hideous', 'hideous', None), ('phrase', 'phrase', None), ('.', '.', None)]","['My', 'Chancellor', ',', 'that', 'is', 'a', 'hideous', 'phrase', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,disgust,,"My Chancellor , that is a hideous phrase .","My Chancellor , that is a hideous phrase ."
45,EMPEROR,0.005,"[('Bonaparte', 'bonaparte', Synset('napoleon.n.01')), ('!', '!', None)]","['Napoleon', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,Napoleon !,Bonaparte !
47,EMPEROR,0.524,"[('Leave', 'leave', Synset('leave.v.12')), ('it', 'it', None), ('now', 'now', None), ('with', 'with', None), ('me', 'me', None), ('.', '.', None), ('Return', 'return', None), ('in', 'in', None), ('an', 'an', None), ('hour', 'hour', None), ('and', 'and', None), ('you', 'you', None), ('shall', 'shall', None), ('have', 'have', None), ('it', 'it', None), ('signed', 'sign', Synset('sign.v.04')), ('.', '.', None), ('OFFICER', 'officer', None), ('The', 'the', None), ('least', 'least', None), ('delay', 'delay', None), ('——', '——', None)]","['leave', 'it', 'now', 'with', 'me', '.', 'Return', 'in', 'an', 'hour', 'and', 'you', 'shall', 'have', 'it', 'sign', '.', 'OFFICER', 'The', 'least', 'delay', '——']","[{'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'annoyance', 'secondary_emotion': 'dislike'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,leave it now with me . Return in an hour and you shall have it sign . OFFICER The least delay ——,Leave it now with me . Return in an hour and you shall have it signed . OFFICER The least delay ——
