id,speaker,speech,text_disambiguate,disambiguation_timepywsd_output,tokens_text,tokens_emotions,scene,primary_emotion,secondary_emotion,disambiguation_time,pywsd_output
45,KARL,", rises ; crosses with her to door R . I 'll look in on you this evening on my way to the Zandens ’ .",", rise ; cross with her to door r . i 'll look in on you this even on my way to the zandens ’ .",,"[',', 'rise', ';', 'cross', 'with', 'her', 'to', 'door', 'r', '.', 'i', ""'ll"", 'look', 'in', 'on', 'you', 'this', 'even', 'on', 'my', 'way', 'to', 'the', 'zandens', '’', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,0.721,"[(',', ',', None), ('rises', 'rise', Synset('rise.v.12')), (';', ';', None), ('crosses', 'cross', None), ('with', 'with', None), ('her', 'her', None), ('to', 'to', None), ('door', 'door', None), ('R', 'r', None), ('.', '.', None), ('I', 'i', None), (""'ll"", ""'ll"", None), ('look', 'look', Synset('look.v.01')), ('in', 'in', None), ('on', 'on', None), ('you', 'you', None), ('this', 'this', None), ('evening', 'even', Synset('even.v.02')), ('on', 'on', None), ('my', 'my', None), ('way', 'way', None), ('to', 'to', None), ('the', 'the', None), ('Zandens', 'zandens', None), ('’', '’', None), ('.', '.', None)]"
47,KARL,"Ha ! Ha ! Ha ! Well , we 'll put that out !","ha ! ha ! ha ! well , we 'll put that out !",,"['ha', '!', 'ha', '!', 'ha', '!', 'well', ',', 'we', ""'ll"", 'put', 'that', 'out', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,0.067,"[('Ha', 'ha', None), ('!', '!', None), ('Ha', 'ha', None), ('!', '!', None), ('Ha', 'ha', None), ('!', '!', None), ('Well', 'well', None), (',', ',', None), ('we', 'we', None), (""'ll"", ""'ll"", None), ('put', 'put', Synset('put.v.04')), ('that', 'that', None), ('out', 'out', None), ('!', '!', None)]"
50,KARL,"Bye , bye !  Heinrich ! Heinrich !","bye , bye ! heinrich ! heinrich !",,"['bye', ',', 'bye', '!', 'heinrich', '!', 'heinrich', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,0.012,"[('Bye', 'bye', Synset('bye.n.01')), (',', ',', None), ('bye', 'bye', Synset('bye.n.01')), ('!', '!', None), ('Heinrich', 'heinrich', None), ('!', '!', None), ('Heinrich', 'heinrich', None), ('!', '!', None)]"
52,KARL,Madame !,madame !,,"['madame', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,0.004,"[('Madame', 'madame', Synset('madame.n.01')), ('!', '!', None)]"
55,KARL,", looking around Funny , is n't it ? More like a junk shop .",", look around funny , be n't it ? more like a junk shop .",,"[',', 'look', 'around', 'funny', ',', 'be', ""n't"", 'it', '?', 'more', 'like', 'a', 'junk', 'shop', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,0.282,"[(',', ',', None), ('looking', 'look', Synset('look.v.01')), ('around', 'around', None), ('Funny', 'funny', None), (',', ',', None), ('is', 'be', None), (""n't"", ""n't"", None), ('it', 'it', None), ('?', '?', None), ('More', 'more', None), ('like', 'like', None), ('a', 'a', None), ('junk', 'junk', None), ('shop', 'shop', None), ('.', '.', None)]"
59,KARL,", R. C . Well , it gets dark very early now : in three quarters of an hour we wo n't be able to see any more .",", r. c . well , it get dark very early now : in three quarter of an hour we wo n't be able to see any more .",,"[',', 'r.', 'c', '.', 'well', ',', 'it', 'get', 'dark', 'very', 'early', 'now', ':', 'in', 'three', 'quarter', 'of', 'an', 'hour', 'we', 'wo', ""n't"", 'be', 'able', 'to', 'see', 'any', 'more', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,loathing,1.189,"[(',', ',', None), ('R.', 'r.', None), ('C', 'c', None), ('.', '.', None), ('Well', 'well', None), (',', ',', None), ('it', 'it', None), ('gets', 'get', Synset('induce.v.02')), ('dark', 'dark', None), ('very', 'very', None), ('early', 'early', None), ('now', 'now', None), (':', ':', None), ('in', 'in', None), ('three', 'three', None), ('quarters', 'quarter', None), ('of', 'of', None), ('an', 'an', None), ('hour', 'hour', None), ('we', 'we', None), ('wo', 'wo', None), (""n't"", ""n't"", None), ('be', 'be', None), ('able', 'able', None), ('to', 'to', None), ('see', 'see', Synset('understand.v.02')), ('any', 'any', None), ('more', 'more', None), ('.', '.', None)]"
61,KARL,", looking at his watch Let 's say four o'clock .",", look at hi watch let 's say four o'clock .",,"[',', 'look', 'at', 'hi', 'watch', 'let', ""'s"", 'say', 'four', ""o'clock"", '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,enthusiasm,,0.302,"[(',', ',', None), ('looking', 'look', Synset('look.v.01')), ('at', 'at', None), ('his', 'hi', None), ('watch', 'watch', None), ('Let', 'let', None), (""'s"", ""'s"", None), ('say', 'say', Synset('say.v.09')), ('four', 'four', None), (""o'clock"", ""o'clock"", None), ('.', '.', None)]"
63,KARL,"Oh , some model .","oh , some model .",,"['oh', ',', 'some', 'model', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,enthusiasm,delight,0.106,"[('Oh', 'oh', None), (',', ',', None), ('some', 'some', None), ('model', 'model', None), ('.', '.', None)]"
67,KARL,", goes L. C . I shall do my best . Sentenced to marry ! Well , I 'm prepared to meet my doom .",", go l. c . i shall do my best . sentence to marry ! well , i 'm prepared to meet my doom .",,"[',', 'go', 'l.', 'c', '.', 'i', 'shall', 'do', 'my', 'best', '.', 'sentence', 'to', 'marry', '!', 'well', ',', 'i', ""'m"", 'prepared', 'to', 'meet', 'my', 'doom', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,0.919,"[(',', ',', None), ('goes', 'go', Synset('travel.v.01')), ('L.', 'l.', None), ('C', 'c', None), ('.', '.', None), ('I', 'i', None), ('shall', 'shall', None), ('do', 'do', None), ('my', 'my', None), ('best', 'best', None), ('.', '.', None), ('Sentenced', 'sentence', Synset('sentence.v.01')), ('to', 'to', None), ('marry', 'marry', Synset('marry.v.01')), ('!', '!', None), ('Well', 'well', None), (',', ',', None), ('I', 'i', None), (""'m"", ""'m"", None), ('prepared', 'prepared', None), ('to', 'to', None), ('meet', 'meet', Synset('touch.v.05')), ('my', 'my', None), ('doom', 'doom', None), ('.', '.', None)]"
70,KARL,I hope so . She 's a charming girl .,i hope so . she 's a charming girl .,,"['i', 'hope', 'so', '.', 'she', ""'s"", 'a', 'charming', 'girl', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'joy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,delight,0.276,"[('I', 'i', None), ('hope', 'hope', Synset('hope.v.02')), ('so', 'so', None), ('.', '.', None), ('She', 'she', None), (""'s"", ""'s"", None), ('a', 'a', None), ('charming', 'charming', None), ('girl', 'girl', None), ('.', '.', None)]"
72,KARL,"I know — I know . I shall adore her . But I have till this evening , you know .","i know — i know . i shall adore her . but i have till this evening , you know .",,"['i', 'know', '—', 'i', 'know', '.', 'i', 'shall', 'adore', 'her', '.', 'but', 'i', 'have', 'till', 'this', 'evening', ',', 'you', 'know', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'delight', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,delight,enthusiasm,0.268,"[('I', 'i', None), ('know', 'know', Synset('know.v.07')), ('—', '—', None), ('I', 'i', None), ('know', 'know', Synset('know.v.07')), ('.', '.', None), ('I', 'i', None), ('shall', 'shall', None), ('adore', 'adore', Synset('adore.v.01')), ('her', 'her', None), ('.', '.', None), ('But', 'but', None), ('I', 'i', None), ('have', 'have', None), ('till', 'till', Synset('till.v.01')), ('this', 'this', None), ('evening', 'evening', None), (',', ',', None), ('you', 'you', None), ('know', 'know', Synset('know.v.07')), ('.', '.', None)]"
74,KARL,", shaking HERMAN 'S hand Are n't you afraid to leave your wife ?",", shake herman 's hand be n't you afraid to leave your wife ?",,"[',', 'shake', 'herman', ""'s"", 'hand', 'be', ""n't"", 'you', 'afraid', 'to', 'leave', 'your', 'wife', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'annoyance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'fear', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,0.485,"[(',', ',', None), ('shaking', 'shake', Synset('shake.v.08')), ('HERMAN', 'herman', None), (""'S"", ""'s"", None), ('hand', 'hand', None), ('Are', 'be', None), (""n't"", ""n't"", None), ('you', 'you', None), ('afraid', 'afraid', None), ('to', 'to', None), ('leave', 'leave', Synset('leave.v.12')), ('your', 'your', None), ('wife', 'wife', None), ('?', '?', None)]"
